Reporting Period,Project Number,Legacy Project Number,City
6/30/21,156157,,N Bellmore
6/30/21,262017,,Bellmore
6/30/21,283927,,Levittown
6/30/21,155482,,JAMAICA
6/30/21,110652,,Flushing
6/30/21,184026,,Yonkers
6/30/21,307773,,Jamaica
6/30/21,287325,,Sleepy Hollow
6/30/21,254114,,Jamaica
6/30/21,233421,,Melville
6/30/21,295648,,Bronx
6/30/21,61351,4944-89617,Hicksville
6/30/21,245665,,Riverhead
6/30/21,2358,17944-19,Harrison
6/30/21,2553,1269,Binghamton
6/30/21,263961,,Bronx
6/30/21,165740,,Holbrook
6/30/21,56269,4704-70062,Brentwood
6/30/21,55383,5173-68247,lindenhurst
6/30/21,253467,,East Rockaway
6/30/21,63838,4704-96323,Manorville
6/30/21,34907,4704-64299,Hauppauge
6/30/21,283361,,Bronx
6/30/21,78076,,Brooklyn
6/30/21,268095,,Deer Park
6/30/21,178482,,Queens Village
6/30/21,278203,,West Babylon
6/30/21,287470,,Centereach
6/30/21,40153,4704-79385,Huntington Station
6/30/21,65790,4355-0362-Financing,North Babylon
6/30/21,212547,,Saranac Lake
6/30/21,47587,4704-82314,Brentwood
6/30/21,260182,,Brooklyn
6/30/21,192680,,Massapequa
6/30/21,212574,,Brooklyn
6/30/21,78134,,Brooklyn
6/30/21,266160,,Bronx
6/30/21,7539,4704-63511,West Hempstead
6/30/21,38579,4704-69038,Long Beach
6/30/21,249074,,Bronx
6/30/21,166913,,Long Beach
6/30/21,58890,4704-79301,Copiague
6/30/21,158103,,Wantagh
6/30/21,10697,4355-0360-Financing,Rocky Point
6/30/21,51289,4355-0100-Financing,Lake Ronkonkoma
6/30/21,289588,,Queens
6/30/21,223037,,Springfield Gardens
6/30/21,263791,,Brooklyn
6/30/21,307707,,Coram
6/30/21,274958,,Lindenhurst
6/30/21,209005,,Bronx
6/30/21,304013,,Oakland Gardens
6/30/21,131960,,Brooklyn
6/30/21,297952,,Staten Island
6/30/21,91721,,Bardonia
6/30/21,204917,,Queens
6/30/21,276086,,Jamaica
6/30/21,42093,4704-73365,Valley Stream
6/30/21,56940,4704-72177,Rocky Point
6/30/21,10485,4355-0155-Financing,Bellmore
6/30/21,2650,2155,Delhi
6/30/21,50307,5159-90349,East Patchogue
6/30/21,274939,,Queens
6/30/21,251459,,Brooklyn
6/30/21,259710,,Bronx
6/30/21,262597,,Cambria Heights
6/30/21,62748,5098-92837,Wyandanch
6/30/21,104087,,Bronx
6/30/21,163686,,Orchard Park
6/30/21,301473,,New Rochelle
6/30/21,277491,,Brooklyn
6/30/21,20330,4116-53619,Lockport
6/30/21,60204,5137-86321,Bay Shore
6/30/21,153753,,Brooklyn
6/30/21,83978,,Homer
6/30/21,185753,,Queens
6/30/21,48239,5321-0332-Financing,Bayshore
6/30/21,160738,,BROOKLYN
6/30/21,40235,5098-81129,Franklin Square
6/30/21,40591,4629-81661-GJ,East Islip
6/30/21,277701,,Copiague
6/30/21,59849,5324-82208,Babylon
6/30/21,58887,4944-79297,Elmont
6/30/21,232177,,Yonkers
6/30/21,261702,,Springfield Gardens
6/30/21,162453,,Oakland Gardens
6/30/21,165977,,Islip Terrace
6/30/21,288528,,Brooklyn
6/30/21,41861,4704-84723,Bay Shore
6/30/21,119563,,Staten Island
6/30/21,220600,,Staten Island
6/30/21,262397,,Richmond Hill
6/30/21,59924,5098-90838,Brentwood
6/30/21,283839,,Pelham
6/30/21,293867,,Brooklyn
6/30/21,262205,,South Ozone Park
6/30/21,2470,17946-125,Fort Edward
6/30/21,270589,,Pleasantville
6/30/21,192846,,East Norwich
6/30/21,262601,,Middle Village
6/30/21,295585,,WANTAGH
6/30/21,244413,,Yonkers
6/30/21,280466,,Ozone Park
6/30/21,120375,,Hewlett
6/30/21,230056,,Kings Park
6/30/21,241026,,Rosedale
6/30/21,313410,,Staten Island
6/30/21,292622,,Brooklyn
6/30/21,240695,,Bronx
6/30/21,267657,,South Richmond Hill
6/30/21,300373,,Bronx
6/30/21,250780,,East Elmhurst
6/30/21,244060,,Brooklyn
6/30/21,44602,4704-92605,Plainview
6/30/21,262320,,Rosedale
6/30/21,308955,,Queens Village
6/30/21,76108,,Shrub Oak
6/30/21,264041,,KINGS PARK
6/30/21,274960,,ALBERTSON
6/30/21,47597,4154-0225-Financing,Middle Island
6/30/21,122017,,Lindenhurst
6/30/21,283146,,Seaford
6/30/21,269129,,Corona
6/30/21,58967,4704-79357,Westbury
6/30/21,121958,,Queens
6/30/21,266666,,Brooklyn
6/30/21,310467,,Pleasantville
6/30/21,264231,,Brooklyn
6/30/21,273873,,Garden City
6/30/21,133595,,Long Beach
6/30/21,156671,,Airmont
6/30/21,66049,4154-461,Islip Terrace
6/30/21,39752,4704-70863,Roosevelt
6/30/21,252462,,Syosset
6/30/21,51266,5178-0023-Financing,West Islip
6/30/21,295632,,Bronx
6/30/21,250768,,Staten Island
6/30/21,164272,,Staten Island
6/30/21,154673,,Queens
6/30/21,277057,,JAMAICA
6/30/21,54705,5098-65205,Holbrook
6/30/21,225340,,Yonkers
6/30/21,250285,,Lindenhurst
6/30/21,305368,,Queens
6/30/21,43886,5138-90884,Shelter Island
6/30/21,291544,,Brooklyn
6/30/21,264829,,Brooklyn
6/30/21,44736,4704-93218,Shirley
6/30/21,55538,5098-67951,Syosset
6/30/21,116552,,Levittown
6/30/21,44656,4704-92924,East Setauket
6/30/21,249962,,Belrose
6/30/21,302802,,Staten Island
6/30/21,237299,,Woodstock
6/30/21,180082,,Staten Island
6/30/21,226383,,Staten Island
6/30/21,225462,,Wantaugh
6/30/21,10495,4355-0160-Financing,Blue Point
6/30/21,39240,4943-77585,East Northport
6/30/21,312923,,Brooklyn
6/30/21,225219,,Fishkill
6/30/21,180276,,Staten Island
6/30/21,298840,,Blue Point
6/30/21,224977,,Atlantic Beach
6/30/21,247218,,Queens
6/30/21,63000,4704-93278,Elmont
6/30/21,297116,,Bronx
6/30/21,78292,,Lindenhurst
6/30/21,248214,,Bronx
6/30/21,206300,,Queens
6/30/21,313056,,Queens
6/30/21,51475,4533-101368,Keene Valley
6/30/21,311488,,Smithtown
6/30/21,221513,,Brooklyn
6/30/21,96567,,Albany
6/30/21,181029,,wantagh
6/30/21,306231,,Staten Island
6/30/21,44019,5098-90940,Plainview
6/30/21,47866,4704-101352,Stuyvesant
6/30/21,66043,4704-102878,Schenectady
6/30/21,253937,,Jamaica
6/30/21,39126,4704-69738,Patchogue
6/30/21,181412,,New York
6/30/21,289483,,Jamaica
6/30/21,230374,,Seaford
6/30/21,6985,4704-55743,Levittown
6/30/21,42582,4704-86660,Babylon
6/30/21,154997,,Acra
6/30/21,38928,5159-69804,Levittown
6/30/21,274909,,Brooklyn
6/30/21,224012,,Brooklyn
6/30/21,116868,,Monroe
6/30/21,41117,4704-81546,Baldwin
6/30/21,255382,,hampton bays
6/30/21,9119,4704-81343,Commack
6/30/21,153328,,Bronx
6/30/21,258601,,Brooklyn
6/30/21,35104,5159-65346,Lake Grove
6/30/21,118010,,Oceanside
6/30/21,240935,,Plainview
6/30/21,60494,5098-89402,Oceanside
6/30/21,257316,,Queens
6/30/21,275830,,Maspeth
6/30/21,252274,,Long Beach
6/30/21,34482,4376-63486,Hewlett Harbor
6/30/21,291414,,Staten Island
6/30/21,82352,,Jamaica
6/30/21,66018,4704-102782,Croton on Hudson
6/30/21,281704,,Brooklyn
6/30/21,215557,,Staten Island
6/30/21,315222,,Brooklyn
6/30/21,315829,,Ossining
6/30/21,36712,4704-67061,Valley Stream
6/30/21,278470,,Brooklyn
6/30/21,262231,,Brooklyn
6/30/21,42313,4704-86028,Roosevelt
6/30/21,288851,,Staten Island
6/30/21,2135,17942-32,Hudson
6/30/21,2487,1214,Clifton Park
6/30/21,217854,,Seaford
6/30/21,221936,,Staten Island
6/30/21,48008,4355-0326-Financing,Massapequa Park
6/30/21,57095,5128-76280,Livingston
6/30/21,130200,,Brooklyn
6/30/21,180703,,Romulus
6/30/21,299190,,Brooklyn
6/30/21,313173,,Wantagh
6/30/21,274604,,Brooklyn
6/30/21,159929,,Poughkeepsie
6/30/21,259330,,Wantagh
6/30/21,295647,,East Elmhurst
6/30/21,9636,4704-85635,Mahopac
6/30/21,251374,,Williston Park
6/30/21,51326,4355-0121-Financing,Smithtown
6/30/21,65626,4533-102798,Delmar
6/30/21,294747,,Maspeth
6/30/21,34893,4704-64702,Elmont
6/30/21,153776,,Buffalo
6/30/21,185544,,Staten Island
6/30/21,37137,4704-67393,Shelter Island Heights
6/30/21,248882,,Commack
6/30/21,252751,,Williston Park
6/30/21,294387,,Jamaica
6/30/21,296400,,Ozone Park
6/30/21,9163,4704-81445,Wantagh
6/30/21,256973,,Wantagh
6/30/21,44039,5320-77795,Plainview
6/30/21,217565,,Baldwin
6/30/21,303844,,Ossining
6/30/21,288447,,Saint Albans
6/30/21,249911,,Plainview
6/30/21,278447,,Brooklyn
6/30/21,63347,4704-94288,Troy
6/30/21,226255,,Howard Beach
6/30/21,45796,4633-96166,Rock Tavern
6/30/21,250985,,Sag Harbor
6/30/21,205382,,Jamaica
6/30/21,218708,,Brooklyn
6/30/21,242552,,College Point
6/30/21,293179,,Queens
6/30/21,189091,,Seaford
6/30/21,41025,4704-81488,Brentwood
6/30/21,250860,,Long Beach
6/30/21,53995,4704-63176,Islip
6/30/21,240752,,Brooklyn
6/30/21,37138,5159-68608,Farmingdale
6/30/21,111325,,Jamaica
6/30/21,252374,,Brooklyn
6/30/21,71383,,Schenectady
6/30/21,94156,,Yonkers
6/30/21,280920,,Jamaica
6/30/21,7398,4704-61761,Merrick
6/30/21,58507,4704-78101,Ridge
6/30/21,257213,,Queens
6/30/21,223007,,Yonkers
6/30/21,46005,4736-98389,Elmhurst
6/30/21,257567,,Fresh Meadows
6/30/21,251000,,massapequa
6/30/21,260248,,Centereach
6/30/21,6690,5155-56856,East Meadow
6/30/21,263047,,Ozone Park
6/30/21,272171,,Merrick
6/30/21,51494,5142-0298-Financing,Southampton
6/30/21,44901,4704-93551,Baldwin
6/30/21,2013-608178-Sola,,West Babylon
6/30/21,57667,5098-80010,Huntington
6/30/21,74854,,Haverstraw
6/30/21,126667,,White Plains
6/30/21,127365,,Massapequa
6/30/21,313856,,Staten Island
6/30/21,68685,,East Meadow
6/30/21,164945,,BROOKLYN
6/30/21,208608,,Brooklyn
6/30/21,257366,,NEW HYDE PARK
6/30/21,9782,4629-89571-GJ,Coram
6/30/21,2373,17946-15,Waterford
6/30/21,220377,,Richmond Hill
6/30/21,59787,4704-81564,Deer Park
6/30/21,35815,4704-66206,Coram
6/30/21,215245,,White Plains
6/30/21,9288,4978-82401,Valley Stream
6/30/21,287842,,Peekskill
6/30/21,99906,,East Hampton
6/30/21,50858,5159-92061,Old Bethpage
6/30/21,76262,,Troy
6/30/21,231788,,Northport
6/30/21,9259,5159-84206,Bay Shore
6/30/21,259995,,Bronx
6/30/21,64733,4704-99366,Poughkeepsie
6/30/21,51415,4376-0230-Financing,Wantagh
6/30/21,2170,17944-20,Saratoga Springs
6/30/21,225145,,The Bronx
6/30/21,55820,5293-69644-GJ,East Northport
6/30/21,239341,,Jamaica
6/30/21,45737,4704-96221,Lindenhurst
6/30/21,297727,,Brooklyn
6/30/21,228539,,Holbrook
6/30/21,38406,4704-68894,New City
6/30/21,251822,,Merrick
6/30/21,45290,4968-78570-IRH,Islip
6/30/21,10488,4704-99586,Kingston
6/30/21,61795,5137-89664,Bay Shore
6/30/21,106452,,Bronx
6/30/21,44825,5159-79503,Lindenhurst
6/30/21,242904,,Jamaica
6/30/21,35157,5098-65206,Shirley
6/30/21,242251,,Brooklyn
6/30/21,233395,,North Massapequa
6/30/21,9561,4704-84986,Levittown
6/30/21,38831,5098-76840,Brentwood
6/30/21,226160,,Rosedale
6/30/21,49108,4704-86375,Huntington Station
6/30/21,244084,,Queens
6/30/21,188872,,Bellerose
6/30/21,101702,,Massapequa
6/30/21,72439,,Plainview
6/30/21,2399,17946-59,Catskill
6/30/21,302491,,Jamaica
6/30/21,179992,,Westbury
6/30/21,120264,,CHERRY VALLEY
6/30/21,128943,,Hicksville
6/30/21,263720,,Queens
6/30/21,301877,,Brooklyn
6/30/21,9979,4355-92110-GJ,Dix Hills
6/30/21,277871,,Bronx
6/30/21,168323,,Jamaica
6/30/21,270566,,Bronx
6/30/21,61171,4704-86169,Nanuet
6/30/21,109832,,Rosedale
6/30/21,62275,4944-90914,Valley Stream
6/30/21,311995,,Bronx
6/30/21,20435,4704-56883,Oceanside
6/30/21,100346,,Troy
6/30/21,259050,,Bronx
6/30/21,127461,,Brooklyn
6/30/21,73276,,Montrose
6/30/21,217226,,East Meadow
6/30/21,286634,,Queens
6/30/21,52710,4594-65556,Riverhead
6/30/21,146476,,Bronx
6/30/21,251519,,The Bronx
6/30/21,182193,,Huntington
6/30/21,61720,4704-89512,Lynbrook
6/30/21,239575,,Queens
6/30/21,115204,,Yonkers
6/30/21,39457,4704-70266,Riverhead
6/30/21,288872,,Yonkers
6/30/21,7973,5098-68095,West Babylon
6/30/21,40717,4704-72447,Central Islip
6/30/21,58784,4944-79237,Roosevelt
6/30/21,118342,,"Saint Johnsville,"
6/30/21,188808,,Oakdale
6/30/21,272496,,Bronx
6/30/21,2472,133,Oswego
6/30/21,288533,,BROOKLYN
6/30/21,153730,,Merrick
6/30/21,8661,4704-76865,Baldwin
6/30/21,10438,4355-0127-Financing,Holbrook
6/30/21,178888,,E Setauket
6/30/21,283082,,Queens
6/30/21,274365,,Brooklyn
6/30/21,161448,,Staten Island
6/30/21,120536,,Staten Island
6/30/21,288293,,Massapequa
6/30/21,254391,,Brooklyn
6/30/21,282072,,Valley Stream
6/30/21,233180,,Massapequa
6/30/21,177640,,Richmond Hill
6/30/21,50036,4704-89525,Valley Stream
6/30/21,251471,,Brooklyn
6/30/21,9046,5159-81651,Uniondale
6/30/21,312711,,Oakdale
6/30/21,266112,,Staten Island
6/30/21,237073,,The Bronx
6/30/21,295836,,Queens
6/30/21,128112,,S RICHMOND HL
6/30/21,276185,,Brooklyn
6/30/21,208138,,Wantagh
6/30/21,281129,,Long Beach
6/30/21,281968,,Huntington Station
6/30/21,164576,,Port Ewen
6/30/21,313154,,Smithtown
6/30/21,46159,4594-82172,Merrick
6/30/21,307355,,Bronx
6/30/21,186479,,Warwick
6/30/21,166022,,East Islip
6/30/21,226535,,Elmont
6/30/21,280793,,Hartsdale
6/30/21,51247,4355-0120-Financing,West Babylon
6/30/21,122711,,New Windsor
6/30/21,280900,,Brooklyn
6/30/21,241935,,Yonkers
6/30/21,308404,,South Ozone Park
6/30/21,308224,,Jamaica
6/30/21,148101,,West Sayville
6/30/21,57286,5098-79192,Farmingdale
6/30/21,259427,,Bronx
6/30/21,260630,,Levittown
6/30/21,154369,,Oceanside
6/30/21,288912,,Schenectady
6/30/21,312643,,Queens
6/30/21,234491,,Queens
6/30/21,238117,,Laurelton
6/30/21,127417,,Bronx
6/30/21,301772,,Staten Island
6/30/21,288462,,Roosevelt
6/30/21,251470,,Brooklyn
6/30/21,253455,,Farmingdale
6/30/21,105650,,Monroe
6/30/21,2502,155,Vestal
6/30/21,280683,,Staten Island
6/30/21,220094,,YONKERS
6/30/21,46314,5159-80315,Levittown
6/30/21,288495,,Staten Island
6/30/21,258101,,Bronx
6/30/21,272247,,Brooklyn
6/30/21,252893,,Queens
6/30/21,282982,,Brooklyn
6/30/21,61215,5293-87540-GJ,Hicksville
6/30/21,181873,,Franklin Square
6/30/21,282456,,Brooklyn
6/30/21,10137,4968-92965-IRH,Elmont
6/30/21,169650,,Queens
6/30/21,156242,,Massapequa
6/30/21,43882,4704-90479,Manorville
6/30/21,62300,4704-90932,Mount Sinai
6/30/21,65622,4704-101585,Mount Vernon
6/30/21,277979,,Rockville Centre
6/30/21,108803,,Bethpage
6/30/21,289292,,Flushing
6/30/21,155756,,Brooklyn
6/30/21,58656,4704-78566,Elmont
6/30/21,188934,,Brooklyn
6/30/21,152951,,Brooklyn
6/30/21,265143,,Saint Albans
6/30/21,95397,,Westbury
6/30/21,40089,4704-79345,Merrick
6/30/21,204030,,Massapequa Park
6/30/21,298971,,Queens
6/30/21,88518,,Troy
6/30/21,281362,,Bronx
6/30/21,257308,,Staten Island
6/30/21,28812,5023-48871,Cobleskill
6/30/21,186008,,Saugerties
6/30/21,169628,,hudson
6/30/21,148807,,Huntington Station
6/30/21,188167,,Baldwin
6/30/21,182426,,Brooklyn
6/30/21,185631,,Mamaroneck
6/30/21,99426,,VOORHEESVILLE
6/30/21,260469,,Merrick
6/30/21,190702,,Bronx
6/30/21,165655,,Voorhees
6/30/21,48743,4594-84299,Mattituck
6/30/21,79690,,Springfield Gardens
6/30/21,171482,,Queens
6/30/21,246089,,Queens
6/30/21,46045,4704-97139,Pine Bush
6/30/21,71801,,Kings Park
6/30/21,263655,,Brooklyn
6/30/21,127077,,Hicksville
6/30/21,51239,4376-0070-Financing,Farmingdale
6/30/21,257215,,New Windsor
6/30/21,301011,,Springfield Gardens
6/30/21,289149,,Delmar
6/30/21,311100,,Brooklyn
6/30/21,286365,,Jamaica
6/30/21,2486,2057,New York
6/30/21,51064,4704-94554-IRH,Rocky Point
6/30/21,271554,,Staten Island
6/30/21,292749,,Jericho
6/30/21,158615,,Bronx
6/30/21,253340,,JAMAICA
6/30/21,78386,,Saratoga Springs
6/30/21,282870,,Ossining
6/30/21,231184,,Brooklyn
6/30/21,175973,,Bronx
6/30/21,44860,4704-93540,Valley Stream
6/30/21,288829,,Saint Albans
6/30/21,163799,,Deer Park
6/30/21,297956,,Queens
6/30/21,277487,,Staten Island
6/30/21,248898,,Seaford
6/30/21,256614,,Valley Stream
6/30/21,234446,,Brooklyn
6/30/21,141898,,Oceanside
6/30/21,8059,5153-68964,Medford
6/30/21,312385,,New York
6/30/21,176257,,Jamaica
6/30/21,278452,,South Ozone Park
6/30/21,188174,,East Meadow
6/30/21,244148,,Honeoye Falls
6/30/21,174055,,Staten Island
6/30/21,80677,,East Durham
6/30/21,263651,,Wantagh
6/30/21,185224,,Queens
6/30/21,257305,,Staten Island
6/30/21,48148,4704-83001,Hopewell Junction
6/30/21,295822,,Beacon
6/30/21,182380,,Hopewell Junction
6/30/21,282016,,Bay Shore
6/30/21,229892,,Glen Cove
6/30/21,46814,5293-0106-Financing,Brentwood
6/30/21,43544,4376-89849,Wantagh
6/30/21,297092,,Brooklyn
6/30/21,10441,4376-0093-Financing,Wantagh
6/30/21,164131,,Hopewell Junction
6/30/21,264376,,Queens
6/30/21,10440,4629-0081-HA-Financing,Hicksville
6/30/21,46350,4704-98069,Latham
6/30/21,263119,,Saint Albans
6/30/21,288211,,South Ozone Park
6/30/21,273414,,Bronx
6/30/21,105657,,Cortlandt
6/30/21,288844,,Queens
6/30/21,266100,,Brooklyn
6/30/21,204905,,Queens
6/30/21,70848,,Long Beach
6/30/21,254438,,Shirley
6/30/21,260606,,East Setauket
6/30/21,234342,,Bay Shore
6/30/21,39758,4704-78565,Cold Spring Harbor
6/30/21,265300,,Pearl River
6/30/21,166957,,Queens
6/30/21,113079,,Woodbury
6/30/21,256929,,Manorville
6/30/21,279419,,Cortlandt Manor
6/30/21,252862,,miller place
6/30/21,57997,5138-77557,West Islip
6/30/21,298612,,Brooklyn
6/30/21,243287,,The Bronx
6/30/21,63653,4704-95670,Saratoga Springs
6/30/21,218205,,Bronx
6/30/21,40067,4704-71043,Brentwood
6/30/21,247193,,Queens
6/30/21,109349,,Syosset
6/30/21,297940,,Bronx
6/30/21,181271,,Westbury
6/30/21,251559,,New Hyde Park
6/30/21,50039,4704-89526,Valley Stream
6/30/21,100811,,Wantagh
6/30/21,49143,4704-86402,Long Beach
6/30/21,268499,,Staten Island
6/30/21,120513,,Farmingdale
6/30/21,116433,,WAPPINGERS FALLS
6/30/21,166742,,Queens
6/30/21,178326,,West Islip
6/30/21,183588,,Plainview
6/30/21,100490,,Troy
6/30/21,305128,,Queens
6/30/21,39448,4704-70252,Holbrook
6/30/21,264323,,Seaford
6/30/21,264028,,WESTHAMPTON BEACH
6/30/21,158704,,Brooklyn
6/30/21,263262,,Bronx
6/30/21,128426,,Brooklyn
6/30/21,218304,,Massapequa Park
6/30/21,301272,,Staten Island
6/30/21,36264,5098-68114,Plainview
6/30/21,60820,4704-84995,East Meadow
6/30/21,294806,,Ozone Park
6/30/21,286287,,Rosedale
6/30/21,90078,,Ogdensburg
6/30/21,51027,5159-94826,West Islip
6/30/21,284854,,Bronx
6/30/21,111060,,North Massapequa
6/30/21,266168,,Staten Island
6/30/21,273667,,Massapequa
6/30/21,310801,,Oceanside
6/30/21,309430,,Holbrook
6/30/21,253920,,Staten Island
6/30/21,316248,,Staten Island
6/30/21,8906,4704-79272,Huntington
6/30/21,59686,4704-81471,Massapequa Park
6/30/21,79585,,Monroe
6/30/21,273626,,Greenlawn
6/30/21,39600,5159-71055,Hicksville
6/30/21,154770,,Queens
6/30/21,252120,,Brooklyn
6/30/21,67715,,port Jefferson Station
6/30/21,256175,,Flushing
6/30/21,57121,5023-72521,Merrick
6/30/21,277985,,Oceanside
6/30/21,43331,5230-89485-GJ,Hampton Bays
6/30/21,169638,,Queens
6/30/21,305321,,Long Beach
6/30/21,251877,,PLEASANTVILLE
6/30/21,37582,5098-71344,Shirley
6/30/21,231727,,Fresh Meadows
6/30/21,254265,,West Hempstead
6/30/21,152782,,Cairo
6/30/21,9293,4704-82409,Valley Stream
6/30/21,56854,5098-71346,Huntington Station
6/30/21,2427,17946-105,Amsterdam
6/30/21,311093,,Brooklyn
6/30/21,216080,,Queens
6/30/21,225277,,gloversville
6/30/21,244491,,Sleepy Hollow
6/30/21,40230,4704-79429,Greenport
6/30/21,310253,,Mineola
6/30/21,188878,,The Bronx
6/30/21,9188,4704-81504,Elmont
6/30/21,191378,,Island Park
6/30/21,263467,,Jamaica
6/30/21,316454,,Queens Village
6/30/21,304366,,Bronx
6/30/21,245214,,Levittown
6/30/21,237391,,Queens
6/30/21,147556,,Brooklyn
6/30/21,42125,4704-84883,Baldwin
6/30/21,210517,,Brooklyn
6/30/21,298956,,Saint Albans
6/30/21,93432,,Ulster
6/30/21,7976,4704-68120,Coram
6/30/21,311229,,Ticonderoga
6/30/21,37136,5159-68137,Bay Shore
6/30/21,263621,,East Meadow
6/30/21,242029,,islip terrace
6/30/21,65434,4704-101053,Beacon
6/30/21,38412,4704-68935,Farmingville
6/30/21,102875,,Queens
6/30/21,265221,,Brooklyn
6/30/21,36103,4704-66373,East Meadow
6/30/21,50662,5247-91234,Trumansburg
6/30/21,2664,2065-1,East Hampton
6/30/21,312081,,Brooklyn
6/30/21,136111,,Queens
6/30/21,63341,4944-94532,New Hyde Park
6/30/21,58988,4704-79375-IRH,Babylon
6/30/21,192529,,Staten Island
6/30/21,185320,,Bronx
6/30/21,186448,,Berne
6/30/21,133560,,Queens
6/30/21,190488,,Massapequa Park
6/30/21,80242,,East Northport
6/30/21,118330,,Flushing
6/30/21,59254,5161-87433,Mastic Beach
6/30/21,143855,,West Hempstead
6/30/21,275051,,Bronx
6/30/21,2506,137-1,Briarcliff Manor
6/30/21,2465,58,Amagansett
6/30/21,273031,,Brooklyn
6/30/21,300376,,Bronx
6/30/21,287973,,Port Chester
6/30/21,45403,4944-96199,Massapequa
6/30/21,293126,,Jamaica
6/30/21,61464,5098-89180,Valley Stream
6/30/21,55470,5098-67704,Westbury
6/30/21,7529,4704-63507,Uniondale
6/30/21,276352,,Bronx
6/30/21,40687,4704-81269,Medford
6/30/21,130011,,Farmingdale
6/30/21,166500,,East Rockaway
6/30/21,49024,4704-86043,Huntington Station
6/30/21,213278,,Selden
6/30/21,41885,5098-90361,Wantagh
6/30/21,312101,,Springfield Gardens
6/30/21,23920,4704-33921,Esperance
6/30/21,67713,,Franklin Square
6/30/21,113761,,Gansevoort
6/30/21,296804,,Peekskill
6/30/21,43958,4944-90901,Halesite
6/30/21,8039,5159-70095,Shelter Island
6/30/21,60203,4704-84539,West Hempstead
6/30/21,181773,,Chittenango
6/30/21,287000,,Staten Island
6/30/21,261498,,Brooklyn
6/30/21,294102,,Bronx
6/30/21,179685,,Bellmore
6/30/21,9258,4629-89365-GJ,Wheatley Heights
6/30/21,258647,,Brooklyn
6/30/21,43786,4704-89800,Albany
6/30/21,127646,,Levittown
6/30/21,259722,,Flushing
6/30/21,237230,,Brooklyn
6/30/21,72193,,Valley Stream
6/30/21,72128,,Massapequa Park
6/30/21,38474,5098-76551,Shirley
6/30/21,8814,4704-78124,Elmont
6/30/21,45479,4944-96038,Rocky Point
6/30/21,106267,,Massapequa
6/30/21,58875,4704-79289-IRH,Levittown
6/30/21,18920,4594-50158,Hicksville
6/30/21,291957,,Jamaica
6/30/21,162674,,White Plains
6/30/21,257543,,Springfield Gardens
6/30/21,281675,,Lindenhurst
6/30/21,44941,4704-93825,Shirley
6/30/21,56862,5098-71349,Selden
6/30/21,36499,4704-68735,Hauppauge
6/30/21,38989,4944-75386,North Babylon
6/30/21,263873,,Queens
6/30/21,77325,,Kingston
6/30/21,183191,,Lido Beach
6/30/21,299306,,Massapequa
6/30/21,63247,5138-94041,Huntington
6/30/21,43569,5138-89851,Mastic
